Id;beginn;ende;dauer;sender;titel;typ;text;genre_id;fsk;language;weekday;zusatz;wdh;downloadlink;infolink;programlink;
5535383;04.11.2011 05:00:00;04.11.2011 06:00:00;60;USWXTV;Noticias 41 Al Despertar;News Series;;2200;;es;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5535383;http://www.onlinetvrecorder.com/infopage.php?id=NTUzNTM4Mw==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUzNTM4Mw==;
5515741;04.11.2011 05:00:00;04.11.2011 08:00:00;180;YAVIDO;Wake Up Call;;;0;;de;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515741;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTc0MQ==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTc0MQ==;
5515730;04.11.2011 05:00:00;04.11.2011 05:30:00;30;ZDF;hallo deutschland;Magazin;Magazin;2115;;de;Fri;Magazin;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515730;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTczMA==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTczMA==;
5515731;04.11.2011 05:00:00;04.11.2011 05:30:00;30;ZDF INFO;nano;Zukunftsmagazin;Zukunftsmagazin Deutschland 30 min;2115;;de;Fri;Zukunftsmagazin Deutschland 30 min;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515731;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTczMQ==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTczMQ==;
5515743;04.11.2011 05:05:00;04.11.2011 05:30:00;25;ARD EINS;hessenschau;Nachrichten;;2235;;de;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515743;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTc0Mw==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTc0Mw==;
5515744;04.11.2011 05:05:00;04.11.2011 05:30:00;25;ORF1;AMS Mutris Welt;; Gregor Seberg erklaert das Leben;0;;de;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515744;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTc0NA==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTc0NA==;
5515745;04.11.2011 05:05:00;04.11.2011 05:30:00;25;SAT1;Anna und die Liebe;Telenovela;Telenovela Deutschland 2011 22 min Folge 813;5311;;de;Fri;Telenovela Deutschland 2011 22 min Folge 813;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515745;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTc0NQ==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTc0NQ==;
5515742;04.11.2011 05:05:00;04.11.2011 05:30:00;25;SAT1CH;Anna und die Liebe;Telenovela; Folge 813. von Jurij Neumann mit Jeanette Biedermann Patrick Kalupa Maria Wedig;5311;;;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515742;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTc0Mg==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTc0Mg==;
5515746;04.11.2011 05:05:00;04.11.2011 05:35:00;30;SW3;nano;Zukunftsmagazin;Zukunftsmagazin, Die Welt von morgen;2115;;de;Fri;Zukunftsmagazin;03.11.2020 18:30:00;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515746;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTc0Ng==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTc0Ng==;
5515747;04.11.2011 05:10:00;04.11.2011 06:00:00;50;RTL;Verdachtsfaelle;Soap;Soap Deutschland 2011;5311;;de;Fri;Soap Deutschland 2011;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515747;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTc0Nw==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTc0Nw==;
5533135;04.11.2011 05:10:00;04.11.2011 05:20:00;10;TVPINFO;Reportaz TVP INFO;;;0;;pl;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5533135;http://www.onlinetvrecorder.com/infopage.php?id=NTUzMzEzNQ==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUzMzEzNQ==;
5538060;04.11.2011 05:10:00;04.11.2011 05:35:00;25;UKFIVE;House Doctor;Interests;Californian interior designer and estate agent Ann Maurice visits a house on the market and offers advice on making it more attractive to would-be buyers.;-1;;en;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5538060;http://www.onlinetvrecorder.com/infopage.php?id=NTUzODA2MA==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUzODA2MA==;
5515748;04.11.2011 05:10:00;04.11.2011 06:05:00;55;VOX;Menschen Tiere und Doktoren;Soap;Soap Deutschland;5311;;de;Fri;Soap Deutschland;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515748;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTc0OA==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTc0OA==;
5515750;04.11.2011 05:15:00;04.11.2011 06:00:00;45;KABEL 1;Unsere kleine Farm;Familienserie;Familienserie USA 1982 45 min, Doktor Marvins letzter Patient;5316;;de;Fri;Familienserie USA 1982 45 min;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515750;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTc1MA==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTc1MA==;
5515751;04.11.2011 05:15:00;04.11.2011 06:00:00;45;N24;Die Retter mit dem Werkzeugkasten;Reportage;Reportage 38 min;2430;;de;Fri;Reportage 38 min;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515751;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTc1MQ==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTc1MQ==;
5515752;04.11.2011 05:15:00;04.11.2011 06:00:00;45;NDR;DAS;Magazin;;2115;;de;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515752;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTc1Mg==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTc1Mg==;
5515753;04.11.2011 05:15:00;04.11.2011 06:00:00;45;NTV;PS Das Automagazin;;;0;;de;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515753;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTc1Mw==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTc1Mw==;
5515754;04.11.2011 05:15:00;04.11.2011 06:00:00;45;PHOENIX;Kometen Boten aus dem All;2007;2007;-1;;de;Fri;2007;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515754;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTc1NA==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTc1NA==;
5515749;04.11.2011 05:15:00;04.11.2011 05:40:00;25;RTL2;Hoer mal wer da haemmert;Comedyserie;Comedyserie USA 1993 22 min Folge 54, Tim trauert;5211;;de;Fri;Comedyserie USA 1993 22 min Folge 54;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515749;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTc0OQ==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTc0OQ==;
5538061;04.11.2011 05:15:00;04.11.2011 05:25:00;10;UKBBC2;Real Chinese;Education;A beginner s course in Mandarin giving an introduction to a language and way of life in China.;3400;;en;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5538061;http://www.onlinetvrecorder.com/infopage.php?id=NTUzODA2MQ==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUzODA2MQ==;
5538062;04.11.2011 05:15:00;04.11.2011 06:00:00;45;UKE4;Switched;Documentary;A stilt dancer travels to New Hampshire where he sees snow for the first time and takes on the life of his ice hockey-playing counterpart - who learns more about balance and enjoys a spot of snorkelling and sightseeing.;3005;;en;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5538062;http://www.onlinetvrecorder.com/infopage.php?id=NTUzODA2Mg==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUzODA2Mg==;
5515755;04.11.2011 05:15:00;04.11.2011 06:00:00;45;ZDF NEO;The Future is Wild Die Welt in Jahrmillionen;Dokumentarreihe;Dokumentarreihe Grossbritannien 45 min Folge 3, Neuland;2417;;de;Fri;Dokumentarreihe Grossbritannien 45 min Folge 3;03.11.2020 15:40:00;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515755;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTc1NQ==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTc1NQ==;
5562857;04.11.2011 05:16:00;04.11.2011 05:28:00;12;DRDISHTV;Kauf Tipps;;Dr.HD;0;;de;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5562857;http://www.onlinetvrecorder.com/infopage.php?id=NTU2Mjg1Nw==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTU2Mjg1Nw==;
5515756;04.11.2011 05:20:00;04.11.2011 05:45:00;25;COMEDYCENTRAL;Comedy Inc.;Folge 11;Folge 11;-1;;de;Fri;Folge 11;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515756;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTc1Ng==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTc1Ng==;
5515757;04.11.2011 05:20:00;04.11.2011 05:50:00;30;HR3;Traumland Kanada: Ploegers starten ins neue Leben;Reportage;Reportage;2430;;de;Fri;Reportage;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515757;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTc1Nw==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTc1Nw==;
5533136;04.11.2011 05:20:00;04.11.2011 05:35:00;15;TVPINFO;Reportaz TVP INFO;;;0;;pl;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5533136;http://www.onlinetvrecorder.com/infopage.php?id=NTUzMzEzNg==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUzMzEzNg==;
5515762;04.11.2011 05:25:00;04.11.2011 06:05:00;40;DMAX;Schmutzige Jobs Arbeit die keiner machen will;Dokureihe; Viele Kuehe machen Muehe;2427;;de;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515762;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTc2Mg==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTc2Mg==;
5515760;04.11.2011 05:25:00;04.11.2011 06:00:00;35;ORF2;Konkret: Das Servicemagazin;;;0;;de;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515760;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTc2MA==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTc2MA==;
5515761;04.11.2011 05:25:00;04.11.2011 06:00:00;35;ORF2E;Teletext;;;0;;de;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515761;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTc2MQ==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTc2MQ==;
5515759;04.11.2011 05:25:00;04.11.2011 05:55:00;30;TF1;Reportages;MAGAZINE; Felix gardien de la mer;2100;;fr;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515759;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTc1OQ==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTc1OQ==;
5538063;04.11.2011 05:25:00;04.11.2011 05:40:00;15;UKBBC2;Real Chinese;Education;A beginner s course in Mandarin giving an introduction to a language and way of life in China.;3400;;en;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5538063;http://www.onlinetvrecorder.com/infopage.php?id=NTUzODA2Mw==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUzODA2Mw==;
5538064;04.11.2011 05:25:00;04.11.2011 06:10:00;45;UKCHANNEL4;Countdown;Game show;Jeff Stelling and Rachel Riley present the words-and-numbers game with Mark Durden-Smith in Dictionary Corner.;5415;;en;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5538064;http://www.onlinetvrecorder.com/infopage.php?id=NTUzODA2NA==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUzODA2NA==;
5515758;04.11.2011 05:25:00;04.11.2011 05:50:00;25;WDR;Lokalzeit;Magazin; OWL;2115;;de;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515758;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTc1OA==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTc1OA==;
5562858;04.11.2011 05:28:00;04.11.2011 05:43:00;15;DRDISHTV;PIXEL Das Magazin;;In der Ausgabe November: Der Staatstrojaner und die Folgen PC Monitore im Test: Samsung vs. Philips Aktuelle Apps: Rezepte Park Me Warum App;0;;de;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5562858;http://www.onlinetvrecorder.com/infopage.php?id=NTU2Mjg1OA==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTU2Mjg1OA==;
5515775;04.11.2011 05:30:00;04.11.2011 09:00:00;210;ARD;ZDF Morgenmagazin;Magazin;;2115;;de;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515775;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTc3NQ==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTc3NQ==;
5515767;04.11.2011 05:30:00;04.11.2011 06:00:00;30;ARD EINS;Plusminus;Wirtschaftsmagazin;Wirtschaftsmagazin;2122;;de;Fri;Wirtschaftsmagazin;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515767;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTc2Nw==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTc2Nw==;
5515768;04.11.2011 05:30:00;04.11.2011 06:00:00;30;ARD EINSPLUS;Lust auf Backen;;;0;;de;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515768;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTc2OA==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTc2OA==;
5515772;04.11.2011 05:30:00;04.11.2011 06:25:00;55;ATV;Fuer alle Faelle Amy;Familienserie; Schlaflose Stunden. O Titel: Judging Amy 1 mit Amy Brenneman Tyne Daly Dan Futterman;5316;;de;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515772;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTc3Mg==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTc3Mg==;
5515769;04.11.2011 05:30:00;04.11.2011 06:00:00;30;BBC WORLD;The Bottom Line;;;0;;en;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515769;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTc2OQ==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTc2OQ==;
5515770;04.11.2011 05:30:00;04.11.2011 06:00:00;30;CNN;Eco Solutions;;;0;;en;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515770;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTc3MA==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTc3MA==;
5515774;04.11.2011 05:30:00;04.11.2011 08:30:00;180;EUROSPORT;Luecke 2;LUECKE;;9999;;de;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515774;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTc3NA==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTc3NA==;
5515765;04.11.2011 05:30:00;04.11.2011 06:00:00;30;KTV;tour TV;;;0;;de;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515765;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTc2NQ==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTc2NQ==;
5515763;04.11.2011 05:30:00;04.11.2011 05:55:00;25;ORF1;Eine schrecklich nette Familie;Comedyserie;Comedyserie USA 1987, Bud wirft eine Party;5211;;de;Fri;Comedyserie USA 1987;03.11.2020 12:35:00;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515763;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTc2Mw==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTc2Mw==;
5515764;04.11.2011 05:30:00;04.11.2011 05:55:00;25;PRO7;Switch;Comedyreihe;Comedyreihe Deutschland 1997;5100;;de;Fri;Comedyreihe Deutschland 1997;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515764;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTc2NA==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTc2NA==;
5515766;04.11.2011 05:30:00;04.11.2011 06:00:00;30;PULS4;Messer Gabel Herz. Das Blind Date Dinner;;;0;;de;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515766;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTc2Ng==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTc2Ng==;
5515778;04.11.2011 05:30:00;04.11.2011 10:00:00;270;SAT1;Sat.1 Fruehstuecksfernsehen;Deutschland;Deutschland 2011 207 min;-1;;de;Fri;Deutschland 2011 207 min;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515778;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTc3OA==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTc3OA==;
5515777;04.11.2011 05:30:00;04.11.2011 10:00:00;270;SAT1CH;Fruehstuecksfernsehen;Magazin;;2115;;;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515777;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTc3Nw==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTc3Nw==;
5515773;04.11.2011 05:30:00;04.11.2011 06:30:00;60;SF2;Roboclip;Musikclips;Musikclips Schweiz 2010;-1;;;Fri;Musikclips Schweiz 2010;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515773;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTc3Mw==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTc3Mw==;
5538065;04.11.2011 05:30:00;04.11.2011 05:45:00;15;UKBBC;World Business Report;Current affairs;The latest business news with informed analysis.;-1;;en;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5538065;http://www.onlinetvrecorder.com/infopage.php?id=NTUzODA2NQ==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUzODA2NQ==;
5538066;04.11.2011 05:30:00;04.11.2011 06:00:00;30;UKITV;ITV Morning News;News and Current Affairs;;2200;;en;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5538066;http://www.onlinetvrecorder.com/infopage.php?id=NTUzODA2Ng==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUzODA2Ng==;
5535384;04.11.2011 05:30:00;04.11.2011 06:00:00;30;USNJTV;A Place of Our Own: Week in Review Communicating With Parents;Talk Reality Series;;5700;;en;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5535384;http://www.onlinetvrecorder.com/infopage.php?id=NTUzNTM4NA==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUzNTM4NA==;
5535387;04.11.2011 05:30:00;04.11.2011 06:00:00;30;USPORTS;Paid Programming;Shopping Paid Programming;;-1;;en;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5535387;http://www.onlinetvrecorder.com/infopage.php?id=NTUzNTM4Nw==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUzNTM4Nw==;
5535386;04.11.2011 05:30:00;04.11.2011 06:00:00;30;USWFUT;En Tu Comunidad;Series;;5300;;es;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5535386;http://www.onlinetvrecorder.com/infopage.php?id=NTUzNTM4Ng==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUzNTM4Ng==;
5535388;04.11.2011 05:30:00;04.11.2011 06:00:00;30;USWNJU;Universal Church NJ;Religious Series;;5300;;es;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5535388;http://www.onlinetvrecorder.com/infopage.php?id=NTUzNTM4OA==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUzNTM4OA==;
5535385;04.11.2011 05:30:00;04.11.2011 06:00:00;30;USWWOR;Paid Programming;Shopping Paid Programming;;-1;;en;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5535385;http://www.onlinetvrecorder.com/infopage.php?id=NTUzNTM4NQ==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUzNTM4NQ==;
5515776;04.11.2011 05:30:00;04.11.2011 09:00:00;210;ZDF;ZDF Morgenmagazin;Magazin;;2115;;de;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515776;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTc3Ng==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTc3Ng==;
5515771;04.11.2011 05:30:00;04.11.2011 06:00:00;30;ZDF INFO;hitec: Oel und doch kein Ende;Dokumentarreihe;Dokumentarreihe 30 min;2417;;de;Fri;Dokumentarreihe 30 min;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515771;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTc3MQ==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTc3MQ==;
5515780;04.11.2011 05:35:00;04.11.2011 05:55:00;20;MDR;Neues von hier;2011;2011 20 min;-1;;de;Fri;2011 20 min;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515780;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTc4MA==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTc4MA==;
5515779;04.11.2011 05:35:00;04.11.2011 05:45:00;10;RBB;Tierbeobachtungen;10 min;10 min;-1;;de;Fri;10 min;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515779;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTc3OQ==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTc3OQ==;
5539709;04.11.2011 05:35:00;04.11.2011 06:00:00;25;RTRPLANETA;Novosti kul tury;;;0;;ru;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5539709;http://www.onlinetvrecorder.com/infopage.php?id=NTUzOTcwOQ==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUzOTcwOQ==;
5515781;04.11.2011 05:35:00;04.11.2011 06:00:00;25;SW3;Brisant;Boulevardmagazin;Boulevardmagazin;2510;;de;Fri;Boulevardmagazin;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515781;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTc4MQ==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTc4MQ==;
5533137;04.11.2011 05:35:00;04.11.2011 05:50:00;15;TVPINFO;Raport z Polski;;;0;;pl;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5533137;http://www.onlinetvrecorder.com/infopage.php?id=NTUzMzEzNw==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUzMzEzNw==;
5538067;04.11.2011 05:35:00;04.11.2011 06:00:00;25;UKFIVE;House Doctor;Interests;Californian interior designer and estate agent Ann Maurice visits a house on the market and offers advice on making it more attractive to would-be buyers.;-1;;en;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5538067;http://www.onlinetvrecorder.com/infopage.php?id=NTUzODA2Nw==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUzODA2Nw==;
5515785;04.11.2011 05:40:00;04.11.2011 07:10:00;90;ARD EINSFESTIVAL;Cinema in Concert 2011;; Filmmusik Konzert aus dem Muenchner Circus Krone;0;;de;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515785;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTc4NQ==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTc4NQ==;
5515783;04.11.2011 05:40:00;04.11.2011 06:00:00;20;RTL2;Hoer mal wer da haemmert;Comedyserie;Comedyserie USA 1993 22 min Folge 55, Liebeshorror;5211;;de;Fri;Comedyserie USA 1993 22 min Folge 55;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515783;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTc4Mw==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTc4Mw==;
5515782;04.11.2011 05:40:00;04.11.2011 06:30:00;10;SF1;Aeschbacher;Talkshow;Talkshow Schweiz 2011 50 min;5750;;;Fri;Talkshow Schweiz 2011 50 min;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515782;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTc4Mg==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTc4Mg==;
5515784;04.11.2011 05:40:00;04.11.2011 06:05:00;25;TELE5;Street Football;Animationsserie;Animationsserie Frankreich 2008 Folge 62, Der neue Buergermeister;8301;;de;Fri;Animationsserie Frankreich 2008 Folge 62;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515784;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTc4NA==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTc4NA==;
