Id;beginn;ende;dauer;sender;titel;typ;text;genre_id;fsk;language;weekday;zusatz;wdh;downloadlink;infolink;programlink;
5515326;04.11.2011 00:00:00;04.11.2011 00:20:00;20;ARD;Nachtmagazin;Magazin;Themen:|* Athen: Wie geht es mit Griechenland weiter?|* Cannes: Schuldenkrise bestimmt G-20-Gipfel|* Potsdam: 100 Jahre Film in Babelsberg;2115;;de;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515326;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTMyNg==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTMyNg==;
5515332;04.11.2011 00:00:00;04.11.2011 00:30:00;30;ARD EINS;ZAPP;Medienmagazin;Medienmagazin;3735;;de;Fri;Medienmagazin;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515332;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTMzMg==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTMzMg==;
5515333;04.11.2011 00:00:00;04.11.2011 00:30:00;30;ARD EINSFESTIVAL;extra 3;Satiresendung;Satiresendung.  Themen:|* Strahlender AKW-Müll in Schneverdingen|* Junge Liberale: Was tun, wenn Kinder ins FDP-Milieu abdriften?|* X-Factor Regierungsedition: Schwarz-Gelb will regieren|* Apple: Weltkonzern gegen Kindercafé;-1;;de;Fri;Satiresendung;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515333;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTMzMw==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTMzMw==;
5515328;04.11.2011 00:00:00;04.11.2011 00:25:00;25;ARD EINSPLUS;Einfach genial;Magazin;Magazin;2115;;de;Fri;Magazin;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515328;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTMyOA==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTMyOA==;
5515334;04.11.2011 00:00:00;04.11.2011 00:30:00;30;BBC WORLD;BBC World News;Nachrichten;;2235;;en;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515334;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTMzNA==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTMzNA==;
5515341;04.11.2011 00:00:00;04.11.2011 01:00:00;60;BIBELTV;Theologisches Symposium Vallendar 2010: Das Evangelium Jesu;;;0;;de;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515341;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTM0MQ==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTM0MQ==;
5515335;04.11.2011 00:00:00;04.11.2011 00:30:00;30;CNBC;Tonight Show;;;0;;en;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515335;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTMzNQ==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTMzNQ==;
5515340;04.11.2011 00:00:00;04.11.2011 01:00:00;60;CNN;World Report;;;0;;en;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515340;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTM0MA==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTM0MA==;
5515329;04.11.2011 00:00:00;04.11.2011 00:25:00;25;COMEDYCENTRAL;Frasier;Sitcom;Sechzig Pfund.  Nachdem sie ihre vielen überflüssigen Pfunde in einer Klinik abgespeckt hat, kommt Daphne nach Hause zurück. Allerdings setzt es prompt Streit mit Niles, der über die Gründe ihrer Fressattacken ganz anderer Meinung ist als die Therapeutin in der Schlankheitskur.;5212;;de;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515329;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTMyOQ==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTMyOQ==;
5515338;04.11.2011 00:00:00;04.11.2011 00:55:00;55;DAS4;Heisse Girls;Erotikclips;Erotikclips Deutschland Tschechien 2009 52 min;6604;;de;Fri;Erotikclips Deutschland Tschechien 2009 52 min;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515338;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTMzOA==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTMzOA==;
5515342;04.11.2011 00:00:00;04.11.2011 01:00:00;60;DELUXEMUSIC;iPlanet;;;0;;de;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515342;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTM0Mg==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTM0Mg==;
5562845;04.11.2011 00:00:00;04.11.2011 01:00:00;60;DRDISHTV;Kwobb TV Teil 1;;Kwobb TV Teil 1In der heutigen Ausgabe: Sven Micha und Gast William JustGaming.eu plaudern ueberMedienkompetenz Trolle Android 4 Batman Arkham City Mail Order Mysteries und und und...;0;;de;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5562845;http://www.onlinetvrecorder.com/infopage.php?id=NTU2Mjg0NQ==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTU2Mjg0NQ==;
5561888;04.11.2011 00:00:00;04.11.2011 06:00:00;360;ERF;Internationales TV Angebot;;;0;;de;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5561888;http://www.onlinetvrecorder.com/infopage.php?id=NTU2MTg4OA==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTU2MTg4OA==;
5515345;04.11.2011 00:00:00;04.11.2011 01:30:00;90;EUROSPORT;Fussball: UEFA Champions League der Frauen 2011 12 Achtelfinal Hinspiel;;;0;;de;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515345;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTM0NQ==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTM0NQ==;
5515346;04.11.2011 00:00:00;04.11.2011 06:00:00;360;GOTV;clubnight;;;0;;de;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515346;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTM0Ng==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTM0Ng==;
5515339;04.11.2011 00:00:00;04.11.2011 00:55:00;55;HR3;Firma Hesselbach;Familienserie;Familienserie Deutschland 1961 54 min, Die Gehaltserhoehung;5316;;de;Fri;Familienserie Deutschland 1961 54 min;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515339;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTMzOQ==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTMzOQ==;
5515343;04.11.2011 00:00:00;04.11.2011 01:00:00;60;KTV;Objektiv;Magazin;;2115;;de;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515343;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTM0Mw==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTM0Mw==;
5515324;04.11.2011 00:00:00;04.11.2011 00:15:00;15;NTV;Nachrichten;Nachrichten;;2235;;de;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515324;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTMyNA==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTMyNA==;
5515327;04.11.2011 00:00:00;04.11.2011 00:20:00;20;ORF1;ZIB 24;;Vom Underground DJ zum weltweiten Superstar. Diese Dokumentation in Spielfilm-Länge wurde Mitte Oktober in den österreichischen Cineplexx-Kinos vorgeführt und zeigt einen exklusiven Einblick in das Leben David Guettas.|Mein ganzes Leben wollte ich für House dieselbe Akzeptanz wie für Hip-Hop, Rock oder Pop, aber bislang war das einfach nicht so, sagt David Guetta, Produzent und DJ. In dieser Doku spricht der Grammy-Gewinner über sein Leben, seine Karriere und seinen kometenhaften Aufstieg vom Underground-House-DJ zu einem weltweiten Superstar.;0;;de;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515327;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTMyNw==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTMyNw==;
5515336;04.11.2011 00:00:00;04.11.2011 00:45:00;45;PHOENIX;Phoenix Runde;Politik-Diskussion;;2332;;de;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515336;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTMzNg==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTMzNg==;
5515337;04.11.2011 00:00:00;04.11.2011 00:45:00;45;RBB;1968 Westberlin;Dokumentation;Dokumentation 45 min;2416;;de;Fri;Dokumentation 45 min;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515337;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTMzNw==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTMzNw==;
5515331;04.11.2011 00:00:00;04.11.2011 00:27:00;27;RTL;RTL Nachtjournal;Deutschland;Deutschland 2011;-1;;de;Fri;Deutschland 2011;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515331;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTMzMQ==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTMzMQ==;
5539702;04.11.2011 00:00:00;04.11.2011 00:20:00;20;RTRPLANETA;Novosti kul tury;;;0;;ru;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5539702;http://www.onlinetvrecorder.com/infopage.php?id=NTUzOTcwMg==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUzOTcwMg==;
5515330;04.11.2011 00:00:00;04.11.2011 00:25:00;25;SPORT1;Sport Clips;Erotikreihe;Erotikreihe Folge 1, USA Spezial Dream Girls;6000;;de;Fri;Erotikreihe Folge 1;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515330;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTMzMA==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTMzMA==;
5533108;04.11.2011 00:00:00;04.11.2011 04:00:00;240;TVPHISTORIA;Luecke 1;LUECKE;;9999;;pl;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5533108;http://www.onlinetvrecorder.com/infopage.php?id=NTUzMzEwOA==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUzMzEwOA==;
5537959;04.11.2011 00:00:00;04.11.2011 01:00:00;60;UKCBSACTION;NCIS;Dramaserie;McGee tries to help his sister who believes she may have murdered someone - but is too traumatised and disoriented to remember exactly what happened. As the team investigates the connected case of a sailor Tony and Abby find themselves distracted by relationship problems. Drama starring Sean Murray Michael Weatherly and Pauley Perrette.;5302;;en;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5537959;http://www.onlinetvrecorder.com/infopage.php?id=NTUzNzk1OQ==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUzNzk1OQ==;
5537960;04.11.2011 00:00:00;04.11.2011 01:00:00;60;UKCBSDRAMA;Medium;Dramaserie;Allison dreams a bank robbery has been carried out by her brother Michael - who surprises her by arriving in town shortly afterwards and soon gets involved with a conwoman. Supernatural drama starring Patricia Arquette and Ryan Hurst.;5302;;en;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5537960;http://www.onlinetvrecorder.com/infopage.php?id=NTUzNzk2MA==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUzNzk2MA==;
5535311;04.11.2011 00:00:00;04.11.2011 01:00:00;60;USNJTV;Charlie Rose;Talk Interview Series;;5700;;en;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5535311;http://www.onlinetvrecorder.com/infopage.php?id=NTUzNTMxMQ==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUzNTMxMQ==;
5535309;04.11.2011 00:00:00;04.11.2011 00:30:00;30;USWFUT;Contacto Deportivo;Sports talk Series;Programa informativo con los resultados y notas interesantes de los deportes preferidos por el público hispano.;5700;;es;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5535309;http://www.onlinetvrecorder.com/infopage.php?id=NTUzNTMwOQ==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUzNTMwOQ==;
5535310;04.11.2011 00:00:00;04.11.2011 00:30:00;30;USWNJU;Sin Senos no Hay Paraíso;Soap Drama Series;Una historia inspirada en la vida real y en la cual el deseo de superación se convierte en ciega ambición capaz de llevar al filo del peligro todo lo que se valora..hasta la propia vida.;5311;;es;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5535310;http://www.onlinetvrecorder.com/infopage.php?id=NTUzNTMxMA==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUzNTMxMA==;
5535307;04.11.2011 00:00:00;04.11.2011 00:30:00;30;USWNYE;NYCMusicShow;Musical Series;;4145;;en;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5535307;http://www.onlinetvrecorder.com/infopage.php?id=NTUzNTMwNw==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUzNTMwNw==;
5535306;04.11.2011 00:00:00;04.11.2011 00:30:00;30;USWNYW;30 Rock: TGS Hates Women;Sitcom Series;Liz hires a new female comic to combat claims of misogyny at TGS Jack tries to take out his competition -- who happens to be the executive s granddaughter -- for becoming successor to Kabletown.;5210;;en;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5535306;http://www.onlinetvrecorder.com/infopage.php?id=NTUzNTMwNg==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUzNTMwNg==;
5535308;04.11.2011 00:00:00;04.11.2011 00:30:00;30;USWWOR;Tyler Perry s House of Payne: The Buck Stops Here;Sitcom Series;The firehouse gang considers fundraising ideas for a local charity Calvin gives Jazmine financial advice.;5210;;en;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5535308;http://www.onlinetvrecorder.com/infopage.php?id=NTUzNTMwOA==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUzNTMwOA==;
5535312;04.11.2011 00:00:00;04.11.2011 01:00:00;60;USWXTV;Hasta Que el Dinero Nos Separe;Soap Series;Tras un accidente automovilístico con una mujer afluente Rafael tiene que trabajar en la empresa de ella para pagar la deuda enorme.;5311;;es;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5535312;http://www.onlinetvrecorder.com/infopage.php?id=NTUzNTMxMg==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUzNTMxMg==;
5515344;04.11.2011 00:00:00;04.11.2011 01:00:00;60;YAVIDO;Hot Clips;;;0;;de;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515344;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTM0NA==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTM0NA==;
5515325;04.11.2011 00:00:00;04.11.2011 00:15:00;15;ZDF INFO;Die Nachwuchs Bestatter;15 min;15 min, Auf dem Lehrfriedhof in Muennerstadt;-1;;de;Fri;15 min;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515325;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTMyNQ==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTMyNQ==;
5515349;04.11.2011 00:05:00;04.11.2011 01:00:00;55;ARTEFR;Tracks;Musikmagazin;;4111;;fr;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515349;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTM0OQ==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTM0OQ==;
5515350;04.11.2011 00:05:00;04.11.2011 01:56:00;111;KABEL 1;Daredevil;Fantasyaction;Fantasyaction USA 2003 92 min FSK 16;7508;FSK 16;de;Fri;Fantasyaction USA 2003 92 min FSK 16;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515350;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTM1MA==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTM1MA==;
5561652;04.11.2011 00:05:00;04.11.2011 01:05:00;60;PERWY;Pust govoryat s Andreem Malahovym;;;0;;ru;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5561652;http://www.onlinetvrecorder.com/infopage.php?id=NTU2MTY1Mg==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTU2MTY1Mg==;
5515347;04.11.2011 00:05:00;04.11.2011 00:20:00;15;SF1;Tagesschau Nacht;Schweiz;Schweiz 2011 10 min;-1;;;Fri;Schweiz 2011 10 min;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515347;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTM0Nw==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTM0Nw==;
5515348;04.11.2011 00:05:00;04.11.2011 00:50:00;45;ZDF NEO;Raumschiff Enterprise;Sciencefiction Serie;Sciencefiction Serie USA 45 min Folge 12, Wie schnell die Zeit vergeht;7615;;de;Fri;Sciencefiction Serie USA 45 min Folge 12;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515348;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTM0OA==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTM0OA==;
5515354;04.11.2011 00:10:00;04.11.2011 01:10:00;60;BAY3;on3 suedwild;Magazin; Aus Pegnitz;2115;;de;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515354;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTM1NA==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTM1NA==;
5515352;04.11.2011 00:10:00;04.11.2011 00:55:00;45;M6;Journeyman;Serie Feuilleton; Le pendu;7615;;fr;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515352;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTM1Mg==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTM1Mg==;
5515353;04.11.2011 00:10:00;04.11.2011 01:00:00;50;TELE5;Stargate Atlantis;Sciencefiction Serie;Sciencefiction Serie Folge 8, Im Untergrund;7615;;de;Fri;Sciencefiction Serie Folge 8;03.11.2020 21:15:00;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515353;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTM1Mw==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTM1Mw==;
5537961;04.11.2011 00:10:00;04.11.2011 00:30:00;20;UKBBC3;American Dad;Animation;While testing a top-secret CIA surveillance device Stan is shocked to discover his neighbours do not think very highly of him. In retaliation he evicts the whole neighbourhood so he can live free from criticism - but soon realises his mistake.;8511;;en;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5537961;http://www.onlinetvrecorder.com/infopage.php?id=NTUzNzk2MQ==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUzNzk2MQ==;
5537963;04.11.2011 00:10:00;04.11.2011 04:05:00;235;UKFIVE;SuperCasino;Game show;Live interactive gaming offering viewers the chance to win cash on roulette blackjack and autowheel.;5415;;en;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5537963;http://www.onlinetvrecorder.com/infopage.php?id=NTUzNzk2Mw==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUzNzk2Mw==;
5537962;04.11.2011 00:10:00;04.11.2011 02:15:00;125;UKITV3;Frantic;FILM;Roman Polanski makes this account of doctor Harrison Ford looking for his missing wife in an antagonistic Paris deeply disturbing. When Ford s wife Betty Buckley - accompanying him to a medical conference - disappears from their hotel suite reality becomes nightmare and solid citizen Ford disintegrates resorting to increasingly desperate measures to find her. Emmanuelle Seigner as a punkish free spirit is a major flaw but as a whole the movie - a variation on the Dirk Bogarde 1950 film So Long at the Fair - is a bad dream of surreal often funny conviction. It s a Hitchcockian idea but Polanski embellishes it with his own baleful theme about the uneasy nature of human existence which is given added tension by Ennio Morricone s dramatic score.;7100;BBFC:15;en;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5537962;http://www.onlinetvrecorder.com/infopage.php?id=NTUzNzk2Mg==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUzNzk2Mg==;
5515351;04.11.2011 00:10:00;04.11.2011 00:30:00;20;VOX;Nachrichten;Nachrichten;;2235;;de;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515351;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTM1MQ==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTM1MQ==;
5533109;04.11.2011 00:12:00;04.11.2011 01:20:00;68;TVPINFO;Elektryzujacy mozg PL;;;0;;pl;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5533109;http://www.onlinetvrecorder.com/infopage.php?id=NTUzMzEwOQ==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUzMzEwOQ==;
5515359;04.11.2011 00:15:00;04.11.2011 01:35:00;80;ANIXE;Rugrats Der Film;;;0;;de;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515359;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTM1OQ==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTM1OQ==;
5515357;04.11.2011 00:15:00;04.11.2011 01:00:00;45;BR ALPHA;alpha Forum: Ulrike Hessler;2011;2011, Intendantin Semperoper Dresden;-1;;de;Fri;2011;02.11.2020 13:00:00;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515357;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTM1Nw==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTM1Nw==;
5515358;04.11.2011 00:15:00;04.11.2011 01:05:00;50;NTV;PS Das Automagazin;;;0;;de;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515358;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTM1OA==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTM1OA==;
5515360;04.11.2011 00:15:00;04.11.2011 01:40:00;85;SW3;Jaffa Im Namen der Orange;Dokumentarfilm;Dokumentarfilm;2428;;de;Fri;Dokumentarfilm;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515360;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTM2MA==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTM2MA==;
5537965;04.11.2011 00:15:00;04.11.2011 00:50:00;35;UKCHANNEL4;The Film Show;Entertainment;Gerard Butler talks about his new film Machine Gun Preacher Justin Timberlake and Amanda Seyfried chat about In Time and there is a review of the remake of Straw Dogs. Edith Bowman presents.;-1;;en;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5537965;http://www.onlinetvrecorder.com/infopage.php?id=NTUzNzk2NQ==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUzNzk2NQ==;
5537964;04.11.2011 00:15:00;04.11.2011 00:45:00;30;UKE4;The Big Bang Theory;Sitcom;Leonard turns to Penny for much-needed advice when his relationship with Stephanie takes off faster than he would have liked and he is the last person to realise she has moved in with him. Comedy starring Johnny Galecki and Kaley Cuoco.;5210;;en;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5537964;http://www.onlinetvrecorder.com/infopage.php?id=NTUzNzk2NA==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUzNzk2NA==;
5515356;04.11.2011 00:15:00;04.11.2011 00:40:00;25;VIVA;Rude Tube;Reality Soap;Reality Soap, Bitte nicht nachmachen;5352;;de;Fri;Reality Soap;21.10.2020 21:40:00;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515356;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTM1Ng==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTM1Ng==;
5515355;04.11.2011 00:15:00;04.11.2011 00:30:00;15;ZDF INFO;WISO plus;RATGEBER;Ratgeber 15 min, nuetzlich netzig neu;3600;;de;Fri;Ratgeber 15 min;03.11.2020 18:45:00;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515355;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTM1NQ==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTM1NQ==;
5515365;04.11.2011 00:20:00;04.11.2011 01:45:00;85;ARD;Psycho III;Horrorfilm;Horrorfilm USA 1986 87 min;7705;;de;Fri;Horrorfilm USA 1986 87 min;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515365;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTM2NQ==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTM2NQ==;
5515361;04.11.2011 00:20:00;04.11.2011 00:25:00;5;DMAX;DMAX Der Tag;Trailer/Vorschau;;9110;;de;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515361;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTM2MQ==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTM2MQ==;
5515364;04.11.2011 00:20:00;04.11.2011 01:25:00;65;ORF1;David Guetta Nothing but the beat;;;0;;de;Fri;;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515364;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTM2NA==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTM2NA==;
5515362;04.11.2011 00:20:00;04.11.2011 01:10:00;50;RTL2;Law und Order: New York;Krimiserie;Krimiserie USA 2007 39 min Folge 184, Gespalten;5321;;de;Fri;Krimiserie USA 2007 39 min Folge 184;;http://www.onlinetvrecorder.com/?aktion=dl&id=666&epg_id=5515362;http://www.onlinetvrecorder.com/infopage.php?id=NTUxNTM2Mg==;http://www.onlinetvrecorder.com/?aktion=createJob&byid=true&epgid=NTUxNTM2Mg==;
